date,Time,Count15,Count30,Count60,weekday,zone,timestamp,sequence,tag,lane,speed(kph),average_speed(kph),direction,class_number,class_name,axle_count,wheelbase(m),length(m),presence,width(m),distance(m),min_distance(m),max_distance(m),VC15,VC30,VC60
2/8/2014,4:53:40 PM,18:18:20,2:33:20,19:03:20,Saturday,,1391878420,,,Lane 1,76.6,76.4,>,3,Two Axle Truck or Bus,2,3.337,,,14.9,26.1,18.3,33.9,0,0,750
2/8/2014,4:53:42 PM,18:33:20,3:03:20,20:03:20,Saturday,,1391878422,,,Lane 2,120.1,120.1,>,1,Short Vehicle,2,2.96,,,15,56.7,49.1,64.4,0,0,369
2/8/2014,4:53:58 PM,18:48:20,3:33:20,21:03:20,Saturday,,1391878438,,,Lane 1,101.6,101.6,>,1,Short Vehicle,2,2.774,,,13.8,31.4,24.4,38.5,0,0,135
2/8/2014,4:54:09 PM,19:03:20,4:03:20,22:03:20,Saturday,,1391878449,,,Lane 1,113.4,113.5,>,1,Short Vehicle,2,2.938,,,15.6,32.4,24.6,40.2,0,0,132
2/8/2014,4:54:19 PM,19:18:20,4:33:20,23:03:20,Saturday,,1391878459,,,Lane 1,87.8,87.7,>,3,Two Axle Truck or Bus,2,3.662,,,16.1,33.8,25.7,42,0,0,0
2/8/2014,4:54:33 PM,19:33:20,5:03:20,0:03:20,Saturday,,1391878473,,,Lane 2,133.2,133.1,>,1,Short Vehicle,2,2.861,,,14.1,60.5,53.3,67.8,0,0,35
2/8/2014,4:54:42 PM,19:48:20,5:33:20,1:03:20,Saturday,,1391878482,,,Lane 1,78.7,78.7,>,7,Four Axle Articulated,4,13.096,,,17,25,14.8,35.2,0,0,145
2/8/2014,4:54:47 PM,20:03:20,6:03:20,2:03:20,Saturday,,1391878487,,,Lane 2,149.4,149.3,>,1,Short Vehicle,2,2.697,,,14.1,59.2,51.8,66.7,0,0,278
2/8/2014,4:55:43 PM,20:18:20,6:33:20,3:03:20,Saturday,,1391878543,,,Lane 1,109.5,109.5,>,1,Short Vehicle,2,2.957,,,14.2,30.6,23.3,37.9,0,0,383
2/8/2014,4:55:45 PM,20:33:20,7:03:20,4:03:20,Saturday,,1391878545,,,Lane 2,129.2,129.1,>,1,Short Vehicle,2,2.916,,,12.7,57.2,50.7,63.8,0,0,219
2/8/2014,4:55:46 PM,20:48:20,7:33:20,5:03:20,Saturday,,1391878546,,,Lane 2,122.4,122.4,>,1,Short Vehicle,2,2.843,,,15.5,59.3,51.5,67.2,0,0,177
2/8/2014,4:55:54 PM,21:03:20,8:03:20,6:03:20,Saturday,,1391878554,,,Lane 1,103,103.1,>,1,Short Vehicle,2,2.923,,,14.4,31.1,23.8,38.4,0,0,181
2/8/2014,4:55:54 PM,21:18:20,8:33:20,7:03:20,Saturday,,1391878554,,,Lane 2,113.6,113.6,>,1,Short Vehicle,2,2.852,,,15.3,60.5,52.7,68.3,0,0,204
2/8/2014,4:56:18 PM,21:33:20,9:03:20,8:03:20,Saturday,,1391878578,,,Lane 1,96.5,96.5,>,1,Short Vehicle,2,2.77,,,14.5,29.6,22.3,36.9,0,0,198
2/8/2014,4:56:25 PM,21:48:20,9:33:20,9:03:20,Saturday,,1391878585,,,Lane 2,132.4,132.6,>,1,Short Vehicle,2,2.855,,,14.6,63.1,55.7,70.5,0,0,172
2/8/2014,4:56:29 PM,22:03:20,10:03:20,10:03:20,Saturday,,1391878589,,,Lane 1,112,111.9,>,1,Short Vehicle,2,3.071,,,15.5,30.5,22.7,38.3,0,0,528
2/8/2014,4:56:38 PM,22:18:20,10:33:20,11:03:20,Saturday,,1391878598,,,Lane 1,94.6,94.5,>,1,Short Vehicle,2,2.796,,,14.3,27.7,20.4,35,0,0,595
2/8/2014,4:56:38 PM,22:33:20,11:03:20,12:03:20,Saturday,,1391878598,,,Lane 2,108.7,108.5,>,1,Short Vehicle,2,2.847,,,15.2,63.8,56.1,71.6,0,0,767
2/8/2014,4:56:39 PM,22:48:20,11:33:20,13:03:20,Saturday,,1391878599,,,Lane 1,92.2,92.1,>,1,Short Vehicle,2,2.85,,,15.3,23.9,16,31.8,0,0,803
2/8/2014,4:57:11 PM,23:03:20,12:03:20,14:03:20,Saturday,,1391878631,,,Lane 1,117.2,117.1,>,1,Short Vehicle,2,2.969,,,14.2,31.8,24.4,39.2,0,0,737
2/8/2014,4:57:11 PM,23:18:20,12:33:20,15:03:20,Saturday,,1391878631,,,Lane 2,129,129.2,>,1,Short Vehicle,2,2.695,,,14,65.7,58.5,72.9,0,0,691
2/8/2014,4:57:48 PM,23:33:20,13:03:20,16:03:20,Saturday,,1391878668,,,Lane 2,128.7,128.8,>,1,Short Vehicle,2,2.916,,,14.7,58.4,51,65.8,0,0,664
2/8/2014,4:57:53 PM,23:48:20,13:33:20,17:03:20,Saturday,,1391878673,,,Lane 1,129.7,129.8,>,1,Short Vehicle,2,2.862,,,14.2,31.8,24.7,39,0,0,1060
2/8/2014,4:58:16 PM,0:03:20,14:03:20,18:03:20,Saturday,,1391878696,,,Lane 1,96.6,96.5,>,1,Short Vehicle,2,3.076,,,15.5,43.7,35.8,51.6,0,0,1082
2/8/2014,4:58:32 PM,0:18:20,14:33:20,19:03:20,Saturday,,1391878712,,,Lane 2,121.8,121.6,>,1,Short Vehicle,2,2.919,,,14.2,61.2,54,68.4,0,0,750
2/8/2014,4:58:35 PM,0:33:20,15:03:20,20:03:20,Saturday,,1391878715,,,Lane 1,104.7,104.8,>,1,Short Vehicle,2,2.459,,,12.9,31.6,25,38.3,0,0,369
2/8/2014,4:58:56 PM,0:48:20,15:33:20,21:03:20,Saturday,,1391878736,,,Lane 2,120.9,120.8,>,1,Short Vehicle,2,2.854,,,13.9,61.2,54,68.4,0,0,135
2/8/2014,4:58:56 PM,1:03:20,16:03:20,22:03:20,Saturday,,1391878736,,,Lane 1,111.9,112,>,1,Short Vehicle,2,2.821,,,14,31.5,24.4,38.7,0,0,132
2/8/2014,4:59:00 PM,1:18:20,16:33:20,23:03:20,Saturday,,1391878740,,,Lane 1,121.8,121.8,>,1,Short Vehicle,2,2.858,,,14.3,31.5,24.1,39,0,0,0
2/8/2014,4:59:03 PM,1:33:20,17:03:20,0:03:20,Saturday,,1391878743,,,Lane 2,116.6,116.5,>,1,Short Vehicle,2,2.973,,,14.9,59.6,52.1,67.1,0,0,35
2/8/2014,4:59:12 PM,1:48:20,17:33:20,1:03:20,Saturday,,1391878752,,,Lane 2,115.5,115.4,>,1,Short Vehicle,2,2.846,,,15,59.1,51.5,66.8,0,0,145
2/8/2014,5:00:11 PM,2:03:20,18:03:20,2:03:20,Saturday,,1391878811,,,Lane 1,81.3,81.2,>,7,Four Axle Articulated,4,14.665,,,17.7,27.2,17,37.5,0,0,278
2/8/2014,5:00:19 PM,2:18:20,18:33:20,3:03:20,Saturday,,1391878819,,,Lane 1,79.9,80.1,>,7,Four Axle Articulated,4,12.504,,,18.7,30.5,20,41,0,0,383
2/8/2014,5:00:29 PM,2:33:20,19:03:20,4:03:20,Saturday,,1391878829,,,Lane 2,103.1,103.1,>,1,Short Vehicle,2,2.912,,,13.7,62.5,55.5,69.5,0,0,219
2/8/2014,5:00:36 PM,2:48:20,19:33:20,5:03:20,Saturday,,1391878836,,,Lane 1,82.6,82.6,>,1,Short Vehicle,2,2.627,,,13.4,32.8,25.9,39.6,0,0,177
2/8/2014,5:00:40 PM,3:03:20,20:03:20,6:03:20,Saturday,,1391878840,,,Lane 2,131.3,131.4,>,1,Short Vehicle,2,3.079,,,16.2,61.6,53.4,69.8,0,0,181
2/8/2014,5:00:58 PM,3:18:20,20:33:20,7:03:20,Saturday,,1391878858,,,Lane 1,103.6,103.4,>,1,Short Vehicle,2,2.748,,,14.1,31.6,24.4,38.9,0,0,204
2/8/2014,5:01:45 PM,3:33:20,21:03:20,8:03:20,Saturday,,1391878905,,,Lane 2,113.2,113,>,1,Short Vehicle,2,3.032,,,14.3,59.1,51.9,66.4,0,0,198
2/8/2014,5:02:00 PM,3:48:20,21:33:20,9:03:20,Saturday,,1391878920,,,Lane 2,105.4,105.6,>,1,Short Vehicle,2,2.768,,,12.5,58.8,52.5,65,0,0,172
2/8/2014,5:02:02 PM,4:03:20,22:03:20,10:03:20,Saturday,,1391878922,,,Lane 1,84.5,84.1,>,3,Two Axle Truck or Bus,2,3.354,,,14.8,26.9,19.1,34.7,0,0,528
2/8/2014,5:02:03 PM,4:18:20,22:33:20,11:03:20,Saturday,,1391878923,,,Lane 2,108.4,108.5,>,1,Short Vehicle,2,2.796,,,14.1,61.8,54.8,68.8,0,0,595
2/8/2014,5:02:58 PM,4:33:20,23:03:20,12:03:20,Saturday,,1391878978,,,Lane 1,89.4,89.3,>,1,Short Vehicle,2,2.854,,,13.6,37.2,29.7,44.6,0,0,767
2/8/2014,5:03:06 PM,4:48:20,23:33:20,13:03:20,Saturday,,1391878986,,,Lane 2,121.2,121,>,1,Short Vehicle,2,3.083,,,15.5,59.9,52.1,67.7,0,0,803
2/8/2014,5:03:16 PM,5:03:20,0:03:20,14:03:20,Saturday,,1391878996,,,Lane 1,51.9,51.9,>,3,Two Axle Truck or Bus,2,3.366,,,14.6,31.5,23.6,39.5,0,0,737
2/8/2014,5:03:41 PM,5:18:20,0:33:20,15:03:20,Saturday,,1391879021,,,Lane 2,116.4,116.6,>,1,Short Vehicle,2,3.004,,,14.2,62.2,54.6,69.8,0,0,691
2/8/2014,5:03:55 PM,5:33:20,1:03:20,16:03:20,Saturday,,1391879035,,,Lane 2,97.7,97.7,>,1,Short Vehicle,2,2.819,,,14.1,54.6,47.6,61.7,0,0,641
2/8/2014,5:04:06 PM,5:48:20,1:33:20,17:03:20,Saturday,,1391879046,,,Lane 1,73.7,73.7,>,8,Five Axle Articulated,5,14.141,,,17.1,28.3,18.8,37.8,0,0,1058
2/8/2014,5:04:47 PM,6:03:20,2:03:20,18:03:20,Saturday,,1391879087,,,Lane 2,102.4,102.3,>,1,Short Vehicle,2,2.843,,,14.6,55.8,48.4,63.2,0,0,1082
2/8/2014,5:05:04 PM,6:18:20,2:33:20,19:03:20,Saturday,,1391879104,,,Lane 2,118.1,118.2,>,1,Short Vehicle,2,3.085,,,14.5,59.5,52.1,67,0,0,750
2/8/2014,5:05:25 PM,6:33:20,3:03:20,20:03:20,Saturday,,1391879125,,,Lane 2,143.7,143.8,>,1,Short Vehicle,2,3.073,,,15.5,60.5,52.6,68.4,0,0,369
2/8/2014,5:05:27 PM,6:48:20,3:33:20,21:03:20,Saturday,,1391879127,,,Lane 1,152.9,152.7,>,1,Short Vehicle,2,2.712,,,14.3,32.4,25.1,39.6,0,0,135
2/8/2014,5:05:46 PM,7:03:20,4:03:20,22:03:20,Saturday,,1391879146,,,Lane 1,111.3,110.8,>,1,Short Vehicle,2,2.72,,,13.1,32.2,25.2,39.2,0,0,132
2/8/2014,5:06:03 PM,7:18:20,4:33:20,23:03:20,Saturday,,1391879163,,,Lane 1,93.2,93.2,>,1,Short Vehicle,2,2.37,,,11.2,33.1,27.2,38.9,0,0,0
2/8/2014,5:06:11 PM,7:33:20,5:03:20,0:03:20,Saturday,,1391879171,,,Lane 2,132.7,132.7,>,1,Short Vehicle,2,3.033,,,15.7,63.3,55.4,71.3,0,0,35
2/8/2014,5:06:32 PM,7:48:20,5:33:20,1:03:20,Saturday,,1391879192,,,Lane 1,117.6,117.5,>,1,Short Vehicle,2,2.944,,,16.2,29.3,21.2,37.5,0,0,145
2/8/2014,5:06:38 PM,8:03:20,6:03:20,2:03:20,Saturday,,1391879198,,,Lane 2,129.7,129.7,>,1,Short Vehicle,2,3.076,,,16,59.2,51.1,67.3,0,0,278
2/8/2014,5:06:46 PM,8:18:20,6:33:20,3:03:20,Saturday,,1391879206,,,Lane 2,132.8,133,>,1,Short Vehicle,2,2.776,,,14.1,61.1,54,68.2,0,0,383
2/8/2014,5:07:14 PM,8:33:20,7:03:20,4:03:20,Saturday,,1391879234,,,Lane 2,121.8,121.7,>,1,Short Vehicle,2,2.957,,,14.6,58.3,50.8,65.9,0,0,219
2/8/2014,5:07:24 PM,8:48:20,7:33:20,5:03:20,Saturday,,1391879244,,,Lane 1,104.4,104.5,>,1,Short Vehicle,2,2.699,,,14.5,31,23.5,38.5,0,0,177
2/8/2014,5:07:35 PM,9:03:20,8:03:20,6:03:20,Saturday,,1391879255,,,Lane 2,109.5,109.3,>,1,Short Vehicle,2,2.82,,,12.9,53,46.5,59.6,0,0,181
2/8/2014,5:07:38 PM,9:18:20,8:33:20,7:03:20,Saturday,,1391879258,,,Lane 2,119.8,119.8,>,1,Short Vehicle,2,3.072,,,0,63.2,56.5,69.9,0,0,204
2/8/2014,5:07:38 PM,9:33:20,9:03:20,8:03:20,Saturday,,1391879258,,,Lane 1,106,105.7,>,1,Short Vehicle,2,2.808,,,0,27,23.2,30.7,0,0,198
2/8/2014,5:07:39 PM,9:48:20,9:33:20,9:03:20,Saturday,,1391879259,,,Lane 2,126.4,126.3,>,1,Short Vehicle,2,2.82,,,14.6,62.4,55,69.7,0,0,172
2/8/2014,5:07:51 PM,10:03:20,10:03:20,10:03:20,Saturday,,1391879271,,,Lane 2,137.3,137.3,>,1,Short Vehicle,2,2.849,,,14.9,60.2,52.5,67.9,0,0,528
2/8/2014,5:07:58 PM,10:18:20,10:33:20,11:03:20,Saturday,,1391879278,,,Lane 2,108.8,108.6,>,1,Short Vehicle,2,2.879,,,13.8,59.7,52.5,66.9,0,0,595
2/8/2014,5:08:00 PM,10:33:20,11:03:20,12:03:20,Saturday,,1391879280,,,Lane 2,102.5,102.6,>,1,Short Vehicle,2,2.702,,,14.1,50.9,43.6,58.3,0,0,767
2/8/2014,5:08:09 PM,10:48:20,11:33:20,13:03:20,Saturday,,1391879289,,,Lane 2,110.2,110.1,>,1,Short Vehicle,2,2.848,,,14,58.2,50.9,65.6,0,0,803
2/8/2014,5:08:29 PM,11:03:20,12:03:20,14:03:20,Saturday,,1391879309,,,Lane 1,72.3,72.3,>,3,Two Axle Truck or Bus,2,3.36,,,14.1,29.7,21.8,37.6,0,0,737
2/8/2014,5:08:30 PM,11:18:20,12:33:20,15:03:20,Saturday,,1391879310,,,Lane 2,102.5,102.5,>,1,Short Vehicle,2,2.776,,,14.1,62,54.9,69.1,0,0,691
2/8/2014,5:08:30 PM,11:33:20,13:03:20,16:03:20,Saturday,,1391879310,,,Lane 2,104.7,104.5,>,1,Short Vehicle,2,3.025,,,16,61.4,53.3,69.4,0,0,641
2/8/2014,5:08:33 PM,11:48:20,13:33:20,17:03:20,Saturday,,1391879313,,,Lane 1,86.4,86.3,>,1,Short Vehicle,2,2.652,,,13.9,30.1,22.9,37.3,0,0,1034
2/8/2014,5:08:38 PM,12:03:20,14:03:20,18:03:20,Saturday,,1391879318,,,Lane 1,88.1,88.4,>,1,Short Vehicle,2,2.862,,,14,31.2,23.7,38.6,0,0,1082
2/8/2014,5:08:58 PM,12:18:20,14:33:20,19:03:20,Saturday,,1391879338,,,Lane 1,71.2,71.2,>,3,Two Axle Truck or Bus,2,5.63,,,19.3,27,16.9,37.2,0,0,750
2/8/2014,5:09:02 PM,12:33:20,15:03:20,20:03:20,Saturday,,1391879342,,,Lane 2,103.7,103.5,>,1,Short Vehicle,2,2.851,,,14.7,61.6,54,69.2,0,0,369
2/8/2014,5:09:42 PM,12:48:20,15:33:20,21:03:20,Saturday,,1391879382,,,Lane 1,109.8,109.7,>,1,Short Vehicle,2,2.778,,,13.9,35.7,28.6,42.8,0,0,135
2/8/2014,5:10:10 PM,13:03:20,16:03:20,22:03:20,Saturday,,1391879410,,,Lane 2,114.2,114.1,>,1,Short Vehicle,2,2.774,,,14,59,51.9,66.1,0,0,132
2/8/2014,5:10:17 PM,13:18:20,16:33:20,23:03:20,Saturday,,1391879417,,,Lane 1,97,97,>,1,Short Vehicle,2,2.945,,,11.1,33.9,27.4,40.4,0,0,0
2/8/2014,5:10:27 PM,13:33:20,17:03:20,0:03:20,Saturday,,1391879427,,,Lane 2,138.9,138.9,>,1,Short Vehicle,2,2.693,,,13.6,61.6,54.5,68.7,0,0,35
2/8/2014,5:10:35 PM,13:48:20,17:33:20,1:03:20,Saturday,,1391879435,,,Lane 1,75.6,75.6,>,3,Two Axle Truck or Bus,2,3.36,,,16.1,26.9,18.7,35.1,0,0,145
2/8/2014,5:10:56 PM,14:03:20,18:03:20,2:03:20,Saturday,,1391879456,,,Lane 2,90.7,90.6,>,1,Short Vehicle,2,2.691,,,12.2,63.3,56,70.6,0,0,278
2/8/2014,5:11:11 PM,14:18:20,18:33:20,3:03:20,Saturday,,1391879471,,,Lane 2,132.5,132.8,>,1,Short Vehicle,2,2.847,,,15.2,57.8,49.9,65.7,0,0,383
2/8/2014,5:11:29 PM,14:33:20,19:03:20,4:03:20,Saturday,,1391879489,,,Lane 2,119.2,119.2,>,1,Short Vehicle,2,3.183,,,13.1,61.8,55.1,68.5,0,0,219
2/8/2014,5:11:33 PM,14:48:20,19:33:20,5:03:20,Saturday,,1391879493,,,Lane 2,117,117.1,>,1,Short Vehicle,2,2.84,,,13,62.1,55.4,68.8,0,0,177
2/8/2014,5:11:36 PM,15:03:20,20:03:20,6:03:20,Saturday,,1391879496,,,Lane 2,132.5,132.6,>,1,Short Vehicle,2,2.852,,,14.9,60.9,53.2,68.7,0,0,181
2/8/2014,5:11:39 PM,15:18:20,20:33:20,7:03:20,Saturday,,1391879499,,,Lane 1,60.1,60.2,>,3,Two Axle Truck or Bus,2,3.361,,,14.2,28.1,20.3,35.8,0,0,204
2/8/2014,5:11:40 PM,15:33:20,21:03:20,8:03:20,Saturday,,1391879500,,,Lane 1,65.1,64.9,>,1,Short Vehicle,2,2.969,,,12.8,24.6,16.7,32.5,0,0,198
2/8/2014,5:11:41 PM,15:48:20,21:33:20,9:03:20,Saturday,,1391879501,,,Lane 2,104.7,104.6,>,1,Short Vehicle,2,3.183,,,13.9,65.3,58,72.6,0,0,172
2/8/2014,5:11:42 PM,16:03:20,22:03:20,10:03:20,Saturday,,1391879502,,,Lane 2,125.1,125.1,>,1,Short Vehicle,2,3.073,,,15.5,60.4,52.6,68.3,0,0,528
2/8/2014,5:12:11 PM,16:18:20,22:33:20,11:03:20,Saturday,,1391879531,,,Lane 1,122.4,122.4,>,1,Short Vehicle,2,3.033,,,16.6,38.5,30,47.1,0,0,595
2/8/2014,5:12:20 PM,16:33:20,23:03:20,12:03:20,Saturday,,1391879540,,,Lane 2,115.7,115.6,>,1,Short Vehicle,2,2.854,,,15,62.3,54.6,69.9,0,0,767
2/8/2014,5:12:22 PM,16:48:20,23:33:20,13:03:20,Saturday,,1391879542,,,Lane 2,121,120.8,>,1,Short Vehicle,2,2.973,,,14,59,51.8,66.2,0,0,803
2/8/2014,5:12:30 PM,17:03:20,0:03:20,14:03:20,Saturday,,1391879550,,,Lane 1,73,73.3,>,8,Five Axle Articulated,5,13.294,,,17,30.9,21.1,40.6,0,0,737
2/8/2014,5:12:49 PM,17:18:20,0:33:20,15:03:20,Saturday,,1391879569,,,Lane 1,115.8,115.9,>,1,Short Vehicle,2,2.913,,,14,33.1,25.9,40.2,0,0,691
2/8/2014,5:13:08 PM,17:33:20,1:03:20,16:03:20,Saturday,,1391879588,,,Lane 2,106,106,>,1,Short Vehicle,2,3.076,,,15.9,59.5,51.3,67.8,0,0,641
2/8/2014,5:13:11 PM,17:48:20,1:33:20,17:03:20,Saturday,,1391879591,,,Lane 1,100.9,100.9,>,1,Short Vehicle,2,2.828,,,15.1,37.2,29.6,44.7,0,0,1010
2/8/2014,5:13:16 PM,18:03:20,2:03:20,18:03:20,Saturday,,1391879596,,,Lane 2,117.3,117.2,>,1,Short Vehicle,2,2.843,,,14.3,57.5,50,64.9,0,0,1082
2/8/2014,5:13:26 PM,18:18:20,2:33:20,19:03:20,Saturday,,1391879606,,,Lane 1,103.6,103.6,>,1,Short Vehicle,2,3.099,,,13.8,30,22.9,37.1,0,0,750
2/8/2014,5:13:38 PM,18:33:20,3:03:20,20:03:20,Saturday,,1391879618,,,Lane 1,125.5,125.6,>,1,Short Vehicle,2,2.962,,,14.3,31.8,24.5,39.1,0,0,369
2/8/2014,5:14:17 PM,18:48:20,3:33:20,21:03:20,Saturday,,1391879657,,,Lane 2,118,117.9,>,1,Short Vehicle,2,2.603,,,13.6,59.9,53,66.7,0,0,135
2/8/2014,5:14:22 PM,19:03:20,4:03:20,22:03:20,Saturday,,1391879662,,,Lane 1,79.6,78.9,>,1,Short Vehicle,2,3.091,,,13.9,32.2,24.9,39.6,0,0,132
2/8/2014,5:14:25 PM,19:18:20,4:33:20,23:03:20,Saturday,,1391879665,,,Lane 2,106.2,106.4,>,1,Short Vehicle,2,3.077,,,15.9,61.9,53.8,70,0,0,0
2/8/2014,5:14:54 PM,19:33:20,5:03:20,0:03:20,Saturday,,1391879694,,,Lane 2,119.2,119.3,>,1,Short Vehicle,2,3.092,,,12.7,47.6,41.1,54,0,0,35
2/8/2014,5:15:02 PM,19:48:20,5:33:20,1:03:20,Saturday,,1391879702,,,Lane 2,95.2,95.3,>,1,Short Vehicle,2,2.967,,,12.2,55.5,49,62,0,0,145
2/8/2014,5:15:21 PM,20:03:20,6:03:20,2:03:20,Saturday,,1391879721,,,Lane 1,104.3,104.2,>,1,Short Vehicle,2,2.719,,,13.2,30.5,23.8,37.1,0,0,278
2/8/2014,5:15:33 PM,20:18:20,6:33:20,3:03:20,Saturday,,1391879733,,,Lane 2,107.6,107.4,>,1,Short Vehicle,2,2.543,,,13.3,60.9,54.1,67.7,0,0,383
2/8/2014,5:15:38 PM,20:33:20,7:03:20,4:03:20,Saturday,,1391879738,,,Lane 2,123.5,123.3,>,1,Short Vehicle,2,2.848,,,15.2,62,54.4,69.6,0,0,219
2/8/2014,5:15:39 PM,20:48:20,7:33:20,5:03:20,Saturday,,1391879739,,,Lane 1,96.4,96.9,>,1,Short Vehicle,2,2.968,,,14.3,25.8,18.2,33.5,0,0,177
2/8/2014,5:15:41 PM,21:03:20,8:03:20,6:03:20,Saturday,,1391879741,,,Lane 1,96.8,96.8,>,1,Short Vehicle,2,2.853,,,14.3,28.6,21.2,35.9,0,0,181
2/8/2014,5:15:46 PM,21:18:20,8:33:20,7:03:20,Saturday,,1391879746,,,Lane 2,125.6,125.4,>,1,Short Vehicle,2,3.076,,,15.5,61.4,53.5,69.2,0,0,204
2/8/2014,5:15:47 PM,21:33:20,9:03:20,8:03:20,Saturday,,1391879747,,,Lane 1,98.4,98.4,>,1,Short Vehicle,2,2.969,,,13.9,34.3,27.1,41.6,0,0,198
2/8/2014,5:16:16 PM,21:48:20,9:33:20,9:03:20,Saturday,,1391879776,,,Lane 1,108.4,108.4,>,1,Short Vehicle,2,3.085,,,14.9,28.9,21.1,36.6,0,0,172
2/8/2014,5:16:17 PM,22:03:20,10:03:20,10:03:20,Saturday,,1391879777,,,Lane 2,120.6,120.5,>,1,Short Vehicle,2,2.847,,,13.6,62.5,55.6,69.4,0,0,528
2/8/2014,5:16:37 PM,22:18:20,10:33:20,11:03:20,Saturday,,1391879797,,,Lane 1,107.1,107.3,>,1,Short Vehicle,2,3.077,,,16,29.9,21.8,38,0,0,595
2/8/2014,5:16:45 PM,22:33:20,11:03:20,12:03:20,Saturday,,1391879805,,,Lane 1,103.9,103.8,>,1,Short Vehicle,2,2.952,,,12,31.4,24.9,38,0,0,767
2/8/2014,5:17:38 PM,22:48:20,11:33:20,13:03:20,Saturday,,1391879858,,,Lane 1,87.1,87,>,1,Short Vehicle,2,2.832,,,14.1,37.8,30.7,44.9,0,0,803
2/8/2014,5:17:44 PM,23:03:20,12:03:20,14:03:20,Saturday,,1391879864,,,Lane 2,106.6,106.6,>,1,Short Vehicle,2,2.921,,,14.3,59.1,51.8,66.4,0,0,737
2/8/2014,5:17:49 PM,23:18:20,12:33:20,15:03:20,Saturday,,1391879869,,,Lane 1,96.6,96.7,>,1,Short Vehicle,2,3.174,,,13.8,31.1,23.8,38.5,0,0,691
2/8/2014,5:17:51 PM,23:33:20,13:03:20,16:03:20,Saturday,,1391879871,,,Lane 2,109.8,109.7,>,1,Short Vehicle,2,2.604,,,13.3,58.4,51.5,65.3,0,0,641
2/8/2014,5:18:28 PM,23:48:20,13:33:20,17:03:20,Saturday,,1391879908,,,Lane 1,89.8,89.6,>,1,Short Vehicle,2,2.849,,,15.2,33.4,25.7,41.1,0,0,986
2/8/2014,5:18:32 PM,0:03:20,14:03:20,18:03:20,Saturday,,1391879912,,,Lane 2,131.8,131.5,>,1,Short Vehicle,2,2.874,,,13.1,62.6,55.7,69.6,0,0,1082
2/8/2014,5:18:39 PM,0:18:20,14:33:20,19:03:20,Saturday,,1391879919,,,Lane 2,134.6,134.6,>,1,Short Vehicle,2,2.856,,,15.1,54.2,46.6,61.8,0,0,750
2/8/2014,5:18:45 PM,0:33:20,15:03:20,20:03:20,Saturday,,1391879925,,,Lane 2,138.1,138.2,>,1,Short Vehicle,2,3.072,,,15.9,64,56,72,0,0,369
2/8/2014,5:18:46 PM,0:48:20,15:33:20,21:03:20,Saturday,,1391879926,,,Lane 1,131.8,132,>,1,Short Vehicle,2,2.584,,,11.8,35.1,28.9,41.3,0,0,135
2/8/2014,5:19:04 PM,1:03:20,16:03:20,22:03:20,Saturday,,1391879944,,,Lane 1,104.3,104.1,>,1,Short Vehicle,2,2.427,,,12,30.1,24,36.2,0,0,132
2/8/2014,5:19:08 PM,1:18:20,16:33:20,23:03:20,Saturday,,1391879948,,,Lane 1,113.2,113.4,>,1,Short Vehicle,2,2.881,,,12.9,31.8,24.9,38.7,0,0,0
2/8/2014,5:19:16 PM,1:33:20,17:03:20,0:03:20,Saturday,,1391879956,,,Lane 1,133.8,133.3,>,1,Short Vehicle,2,2.919,,,14.2,32,24.6,39.4,0,0,35
2/8/2014,5:19:33 PM,1:48:20,17:33:20,1:03:20,Saturday,,1391879973,,,Lane 1,107.8,107.8,>,1,Short Vehicle,2,2.854,,,14,43.7,36.6,50.7,0,0,145
2/8/2014,5:20:13 PM,2:03:20,18:03:20,2:03:20,Saturday,,1391880013,,,Lane 1,81.4,81.3,>,1,Short Vehicle,2,2.916,,,14.6,32.6,25.1,40.1,0,0,278
2/8/2014,5:20:31 PM,2:18:20,18:33:20,3:03:20,Saturday,,1391880031,,,Lane 1,131.4,131.3,>,1,Short Vehicle,2,2.8,,,15,31.2,23.6,38.9,0,0,383
2/8/2014,5:21:10 PM,2:33:20,19:03:20,4:03:20,Saturday,,1391880070,,,Lane 1,123.1,123.2,>,1,Short Vehicle,2,3.085,,,15.2,29.8,21.8,37.9,0,0,219
2/8/2014,5:22:00 PM,2:48:20,19:33:20,5:03:20,Saturday,,1391880120,,,Lane 2,111.7,111.6,>,1,Short Vehicle,2,3.08,,,16.2,46.3,38.1,54.6,0,0,177
2/8/2014,5:22:08 PM,3:03:20,20:03:20,6:03:20,Saturday,,1391880128,,,Lane 1,141.7,141.7,>,1,Short Vehicle,2,2.85,,,14.8,29.5,22.1,36.9,0,0,181
2/8/2014,5:22:38 PM,3:18:20,20:33:20,7:03:20,Saturday,,1391880158,,,Lane 2,113.6,113.3,>,1,Short Vehicle,2,2.917,,,13.2,56,49.2,62.7,0,0,204
2/8/2014,5:22:57 PM,3:33:20,21:03:20,8:03:20,Saturday,,1391880177,,,Lane 2,106.7,106.7,>,1,Short Vehicle,2,2.915,,,13.1,59,52.2,65.8,0,0,198
2/8/2014,5:23:15 PM,3:48:20,21:33:20,9:03:20,Saturday,,1391880195,,,Lane 2,137.4,137.2,>,1,Short Vehicle,2,2.721,,,12.5,64,57.3,70.6,0,0,172
