date,Time,Count15,Count30,Count60,weekday,zone,timestamp,sequence,tag,lane,speed(kph),average_speed(kph),direction,class_number,class_name,axle_count,wheelbase(m),length(m),presence,width(m),distance(m),min_distance(m),max_distance(m),VC15,VC30,VC60
,4:53:28 PM,18:18:20,2:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,4:53:31 PM,18:33:20,3:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,4:53:40 PM,18:48:20,3:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,4:53:42 PM,19:03:20,4:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,4:53:58 PM,19:18:20,4:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:54:09 PM,19:33:20,5:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:54:19 PM,19:48:20,5:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:54:33 PM,20:03:20,6:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:54:42 PM,20:18:20,6:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:54:47 PM,20:33:20,7:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:55:43 PM,20:48:20,7:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:55:45 PM,21:03:20,8:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:55:46 PM,21:18:20,8:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:55:54 PM,21:33:20,9:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:55:54 PM,21:48:20,9:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:56:18 PM,22:03:20,10:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,4:56:25 PM,22:18:20,10:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,4:56:29 PM,22:33:20,11:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,4:56:38 PM,22:48:20,11:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,4:56:38 PM,23:03:20,12:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,4:56:39 PM,23:18:20,12:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,4:57:11 PM,23:33:20,13:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,294
,4:57:11 PM,23:48:20,13:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,628
,4:57:48 PM,0:03:20,14:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,4:57:53 PM,0:18:20,14:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,4:58:16 PM,0:33:20,15:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,4:58:32 PM,0:48:20,15:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,4:58:35 PM,1:03:20,16:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,4:58:56 PM,1:18:20,16:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:58:56 PM,1:33:20,17:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:59:00 PM,1:48:20,17:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:59:03 PM,2:03:20,18:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,4:59:12 PM,2:18:20,18:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:00:11 PM,2:33:20,19:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:00:19 PM,2:48:20,19:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:00:29 PM,3:03:20,20:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:00:36 PM,3:18:20,20:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:00:40 PM,3:33:20,21:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:00:58 PM,3:48:20,21:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:01:45 PM,4:03:20,22:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:02:00 PM,4:18:20,22:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:02:02 PM,4:33:20,23:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:02:03 PM,4:48:20,23:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:02:58 PM,5:03:20,0:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:03:06 PM,5:18:20,0:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:03:16 PM,5:33:20,1:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,270
,5:03:41 PM,5:48:20,1:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,628
,5:03:55 PM,6:03:20,2:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:04:06 PM,6:18:20,2:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:04:47 PM,6:33:20,3:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:05:04 PM,6:48:20,3:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:05:25 PM,7:03:20,4:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:05:27 PM,7:18:20,4:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:05:46 PM,7:33:20,5:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:06:03 PM,7:48:20,5:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:06:11 PM,8:03:20,6:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:06:32 PM,8:18:20,6:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:06:38 PM,8:33:20,7:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:06:46 PM,8:48:20,7:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:07:14 PM,9:03:20,8:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:07:24 PM,9:18:20,8:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:07:35 PM,9:33:20,9:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:07:38 PM,9:48:20,9:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:07:38 PM,10:03:20,10:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:07:39 PM,10:18:20,10:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:07:51 PM,10:33:20,11:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:07:58 PM,10:48:20,11:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:08:00 PM,11:03:20,12:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:08:09 PM,11:18:20,12:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:08:29 PM,11:33:20,13:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,269
,5:08:30 PM,11:48:20,13:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,604
,5:08:30 PM,12:03:20,14:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:08:33 PM,12:18:20,14:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:08:38 PM,12:33:20,15:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:08:58 PM,12:48:20,15:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:09:02 PM,13:03:20,16:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:09:42 PM,13:18:20,16:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:10:10 PM,13:33:20,17:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:10:17 PM,13:48:20,17:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:10:27 PM,14:03:20,18:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:10:35 PM,14:18:20,18:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:10:56 PM,14:33:20,19:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:11:11 PM,14:48:20,19:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:11:29 PM,15:03:20,20:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:11:33 PM,15:18:20,20:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:11:36 PM,15:33:20,21:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:11:39 PM,15:48:20,21:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:11:40 PM,16:03:20,22:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:11:41 PM,16:18:20,22:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:11:42 PM,16:33:20,23:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:12:11 PM,16:48:20,23:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:12:20 PM,17:03:20,0:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:12:22 PM,17:18:20,0:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:12:30 PM,17:33:20,1:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,269
,5:12:49 PM,17:48:20,1:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,580
,5:13:08 PM,18:03:20,2:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:13:11 PM,18:18:20,2:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:13:16 PM,18:33:20,3:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:13:26 PM,18:48:20,3:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:13:38 PM,19:03:20,4:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:14:17 PM,19:18:20,4:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:14:22 PM,19:33:20,5:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:14:25 PM,19:48:20,5:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:14:54 PM,20:03:20,6:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:15:02 PM,20:18:20,6:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:15:21 PM,20:33:20,7:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:15:33 PM,20:48:20,7:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:15:38 PM,21:03:20,8:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:15:39 PM,21:18:20,8:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:15:41 PM,21:33:20,9:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:15:46 PM,21:48:20,9:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:15:47 PM,22:03:20,10:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:16:16 PM,22:18:20,10:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:16:17 PM,22:33:20,11:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:16:37 PM,22:48:20,11:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:16:45 PM,23:03:20,12:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:17:38 PM,23:18:20,12:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:17:44 PM,23:33:20,13:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,269
,5:17:49 PM,23:48:20,13:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,556
,5:17:51 PM,0:03:20,14:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:18:28 PM,0:18:20,14:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:18:32 PM,0:33:20,15:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:18:39 PM,0:48:20,15:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:18:45 PM,1:03:20,16:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:18:46 PM,1:18:20,16:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:19:04 PM,1:33:20,17:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:19:08 PM,1:48:20,17:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:19:16 PM,2:03:20,18:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:19:33 PM,2:18:20,18:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:20:13 PM,2:33:20,19:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:20:31 PM,2:48:20,19:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:21:10 PM,3:03:20,20:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:22:00 PM,3:18:20,20:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:22:08 PM,3:33:20,21:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:22:38 PM,3:48:20,21:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:22:57 PM,4:03:20,22:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:23:15 PM,4:18:20,22:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:23:16 PM,4:33:20,23:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:23:31 PM,4:48:20,23:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:23:34 PM,5:03:20,0:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:24:01 PM,5:18:20,0:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:24:25 PM,5:33:20,1:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,269
,5:24:45 PM,5:48:20,1:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,532
,5:24:54 PM,6:03:20,2:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:25:21 PM,6:18:20,2:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:25:45 PM,6:33:20,3:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:26:05 PM,6:48:20,3:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:26:05 PM,7:03:20,4:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:26:22 PM,7:18:20,4:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:26:27 PM,7:33:20,5:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:26:35 PM,7:48:20,5:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:26:51 PM,8:03:20,6:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:26:57 PM,8:18:20,6:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:27:04 PM,8:33:20,7:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:27:05 PM,8:48:20,7:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:27:10 PM,9:03:20,8:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:27:15 PM,9:18:20,8:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:27:22 PM,9:33:20,9:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:27:50 PM,9:48:20,9:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:27:50 PM,10:03:20,10:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:27:54 PM,10:18:20,10:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:28:03 PM,10:33:20,11:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:28:05 PM,10:48:20,11:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:28:18 PM,11:03:20,12:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:28:33 PM,11:18:20,12:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:28:34 PM,11:33:20,13:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,269
,5:28:43 PM,11:48:20,13:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,508
,5:29:17 PM,12:03:20,14:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:29:21 PM,12:18:20,14:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:29:24 PM,12:33:20,15:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:29:34 PM,12:48:20,15:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:29:46 PM,13:03:20,16:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:29:48 PM,13:18:20,16:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:30:08 PM,13:33:20,17:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:30:17 PM,13:48:20,17:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:30:27 PM,14:03:20,18:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:30:29 PM,14:18:20,18:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:30:48 PM,14:33:20,19:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:31:11 PM,14:48:20,19:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:31:50 PM,15:03:20,20:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:31:57 PM,15:18:20,20:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:32:07 PM,15:33:20,21:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:32:11 PM,15:48:20,21:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:32:33 PM,16:03:20,22:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:32:39 PM,16:18:20,22:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:32:42 PM,16:33:20,23:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:32:43 PM,16:48:20,23:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:33:05 PM,17:03:20,0:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:33:13 PM,17:18:20,0:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:33:48 PM,17:33:20,1:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,269
,5:33:51 PM,17:48:20,1:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,484
,5:33:53 PM,18:03:20,2:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:33:59 PM,18:18:20,2:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:34:07 PM,18:33:20,3:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:34:16 PM,18:48:20,3:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:34:31 PM,19:03:20,4:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:34:42 PM,19:18:20,4:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:35:06 PM,19:33:20,5:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:35:13 PM,19:48:20,5:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:35:14 PM,20:03:20,6:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:35:20 PM,20:18:20,6:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:35:24 PM,20:33:20,7:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:35:35 PM,20:48:20,7:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:36:05 PM,21:03:20,8:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:36:06 PM,21:18:20,8:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:36:36 PM,21:33:20,9:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:36:55 PM,21:48:20,9:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:37:03 PM,22:03:20,10:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:37:11 PM,22:18:20,10:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:37:13 PM,22:33:20,11:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:37:46 PM,22:48:20,11:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:37:49 PM,23:03:20,12:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:37:50 PM,23:18:20,12:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:37:57 PM,23:33:20,13:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,269
,5:38:03 PM,23:48:20,13:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,460
,5:38:11 PM,0:03:20,14:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:38:12 PM,0:18:20,14:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:38:17 PM,0:33:20,15:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:38:21 PM,0:48:20,15:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:38:22 PM,1:03:20,16:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:38:24 PM,1:18:20,16:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:38:30 PM,1:33:20,17:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:38:32 PM,1:48:20,17:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:38:34 PM,2:03:20,18:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:38:41 PM,2:18:20,18:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:39:05 PM,2:33:20,19:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:39:12 PM,2:48:20,19:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:39:27 PM,3:03:20,20:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:39:31 PM,3:18:20,20:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:39:35 PM,3:33:20,21:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:39:54 PM,3:48:20,21:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:40:04 PM,4:03:20,22:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:40:05 PM,4:18:20,22:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:40:17 PM,4:33:20,23:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:40:24 PM,4:48:20,23:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:40:41 PM,5:03:20,0:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:40:48 PM,5:18:20,0:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
,5:40:50 PM,5:33:20,1:03:20,16:03:20,,,,,,,,,,,,,,,,,,,,0,0,269
,5:40:54 PM,5:48:20,1:33:20,17:03:20,,,,,,,,,,,,,,,,,,,,0,0,436
,5:41:12 PM,6:03:20,2:03:20,18:03:20,,,,,,,,,,,,,,,,,,,,0,0,648
,5:41:30 PM,6:18:20,2:33:20,19:03:20,,,,,,,,,,,,,,,,,,,,0,0,446
,5:41:31 PM,6:33:20,3:03:20,20:03:20,,,,,,,,,,,,,,,,,,,,0,0,202
,5:41:34 PM,6:48:20,3:33:20,21:03:20,,,,,,,,,,,,,,,,,,,,0,0,76
,5:42:00 PM,7:03:20,4:03:20,22:03:20,,,,,,,,,,,,,,,,,,,,0,0,80
,5:42:01 PM,7:18:20,4:33:20,23:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:42:25 PM,7:33:20,5:03:20,0:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:42:31 PM,7:48:20,5:33:20,1:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:42:33 PM,8:03:20,6:03:20,2:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:42:40 PM,8:18:20,6:33:20,3:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:42:49 PM,8:33:20,7:03:20,4:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:42:53 PM,8:48:20,7:33:20,5:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:43:08 PM,9:03:20,8:03:20,6:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:43:25 PM,9:18:20,8:33:20,7:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:43:26 PM,9:33:20,9:03:20,8:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:43:34 PM,9:48:20,9:33:20,9:03:20,,,,,,,,,,,,,,,,,,,,0,0,0
,5:44:13 PM,10:03:20,10:03:20,10:03:20,,,,,,,,,,,,,,,,,,,,0,0,179
,5:44:17 PM,10:18:20,10:33:20,11:03:20,,,,,,,,,,,,,,,,,,,,0,0,211
,5:44:21 PM,10:33:20,11:03:20,12:03:20,,,,,,,,,,,,,,,,,,,,0,0,291
,5:44:23 PM,10:48:20,11:33:20,13:03:20,,,,,,,,,,,,,,,,,,,,0,0,299
,5:44:42 PM,11:03:20,12:03:20,14:03:20,,,,,,,,,,,,,,,,,,,,0,0,289
,5:45:17 PM,11:18:20,12:33:20,15:03:20,,,,,,,,,,,,,,,,,,,,0,0,267
